21876 60076
738 4662 8
739 313 13
739 18354 5
739 18425 3
740 18425 16
740 741 73
740 722 60
741 740 73
741 4843 22
741 742 86
742 722 23
742 723 32
742 741 86
743 744 45
743 7008 23
743 7001 32
743 746 36
744 745 14
744 743 45
744 746 25
745 744 14
745 732 85
745 734 46
745 752 77
746 731 66
746 743 36
746 744 25
747 732 6
747 731 16
747 6994 56
748 18426 3
748 4668 6
749 753 22
749 18426 16
749 4843 18
749 751 24
750 753 19
751 752 20
751 749 24
751 735 34
752 753 23
752 751 20
752 745 77
753 750 19
753 749 22
753 752 23
753 4843 42
754 18521 8
754 10449 3
755 18408 9
755 5256 94
755 1611 38
756 5254 49
756 1393 38
756 1116 19
756 9214 23
756 18398 69
757 18402 5
757 9154 44
757 18364 12
758 733 13
758 20777 4
758 18427 216
759 7376 26
759 18292 7
759 2932 11
759 16651 13
760 18291 6
760 18293 7
760 2944 66
760 2932 23
761 7305 18
761 7299 30
761 7457 113
762 7474 17
762 7481 20
762 18296 7
762 18297 7
763 7293 5
763 2215 13
764 11397 5
764 11399 6
764 3918 40
764 8768 30
765 21123 40
765 5893 20
765 9855 23
766 9859 40
766 8121 79
766 5890 100
767 5876 11
767 5877 10
767 7994 21
768 769 31
768 17342 5
768 770 32
769 768 31
769 17339 26
769 17341 4
770 771 32
770 17338 3
770 768 32
771 770 32
771 2251 5
771 17340 37
772 17347 2
773 17345 2
774 17350 2
775 17351 2
776 17361 17
777 17360 17
778 5970 67
779 5466 44
780 19244 9
780 4247 31
780 789 74
781 19244 62
781 19186 6
781 19034 83
782 10714 8
782 4247 6
783 19168 7
783 19167 6
783 19166 5
784 10951 8
784 14000 6
785 6227 19
785 19035 9
786 19187 6
786 19189 7
786 19186 37
787 21350 3
787 533 75
788 19188 7
788 19178 4
789 685 11
789 780 74
789 11694 6
789 12111 6
790 17463 14
790 1070 137
790 15865 9
790 4180 12
791 3498 13
791 3509 60
791 3508 50
792 19172 100
792 12005 17
793 15868 7
793 13450 228
793 15867 29
794 5813 82
795 19205 7
795 6414 23
795 794 89
796 5812 42
796 13429 5
796 16671 93
797 19039 5
797 19038 6
797 19037 6
797 19040 5
798 19015 14
798 2236 39
799 4182 21
799 10722 72
800 17425 13
800 14362 11
800 4186 25
801 4249 61
801 19153 5
801 19154 6
801 16071 73
802 19279 7
802 1068 30
802 8593 240
802 13437 79
803 6411 68
803 19054 4
804 4249 8
804 4250 6
804 19152 6
804 4233 7
805 461 69
806 9179 53
807 14385 6
807 14390 10
807 808 36
808 12009 3
808 12008 4
808 16239 9
809 16102 14
809 10862 5
809 16101 8
810 817 8
810 10740 5
810 5009 11
810 8626 11
811 8675 65
811 5840 12
811 15364 14
812 5839 15
812 10043 13
812 1045 13
813 10667 5
813 8679 9
813 4968 8
814 2441 12
814 1 27
814 10903 153
815 13572 11
815 2458 17
816 2512 11
816 2513 8
816 10692 10
817 8625 30
817 10687 5
817 10743 5
818 4928 155
819 4950 49
819 1195 60
819 8804 11
820 4075 73
820 4657 122
821 3133 21
821 4412 7
822 7233 98
823 19241 7
823 7016 8
823 5332 11
824 14569 7
824 14570 7
824 4940 19
825 3138 69
826 3989 13
826 827 15
826 12310 79
827 1668 42
827 1679 34
827 826 15
828 5693 10
829 16819 3
829 11225 35
829 11146 87
830 4226 10
830 5793 9
830 4259 9
831 19011 7
831 19014 79
831 19020 6
832 17460 98
832 5802 11
832 3495 73
833 18959 4
833 6421 33
834 19005 4
834 19007 10
834 14373 33
835 19006 6
835 833 84
836 791 12
836 3498 8
837 3501 10
837 10722 7
837 3538 76
838 4895 110
838 2777 10
839 4902 11
839 12259 13
839 4903 8
840 16443 10
840 6688 10
840 6681 47
841 10195 5
841 6691 12
841 9828 19
842 3653 33
842 4574 12
842 4573 10
842 4570 11
843 4897 8
843 1828 17
844 7370 18
844 14990 5
844 7342 20
845 5535 32
846 1146 14
846 12904 16
847 664 11
847 19230 30
847 10298 228
848 15011 9
848 7185 8
848 2326 20
849 2329 44
849 2326 28
850 7341 9
850 7340 6
850 7339 7
851 7467 12
851 3655 18
851 18314 6
851 862 87
852 15494 7
852 855 14
853 5187 40
853 854 35
854 15487 6
854 852 14
855 15493 9
855 853 42
856 7219 5
856 2224 70
857 4217 94
858 18285 4
858 4864 30
858 2938 51
859 18653 9
859 4213 21
859 4865 69
859 7530 37
860 2948 17
860 7226 14
860 7219 58
861 4806 13
861 18330 9
861 7468 23
861 18304 9
862 3658 8
862 18300 9
862 851 87
863 7392 3
863 7388 5
863 21431 6
863 21432 6
864 18404 7
864 8861 10
864 10895 45
865 9423 7
865 5145 53
865 2947 15
865 2943 11
866 3561 11
866 2178 12
866 6581 22
866 10630 12
867 2177 14
867 9104 11
867 4978 36
868 8866 7
868 8842 14
868 10896 12
869 10895 8
869 8866 10
869 16560 11
870 9209 8
870 1115 25
871 3556 9
871 3563 13
871 13223 5
872 13158 4
872 2169 27
872 9252 43
873 21725 5
873 21732 15
873 8943 65
874 2170 20
874 21614 90
874 12293 43
875 4099 6
875 9121 63
875 9123 14
876 7579 12
876 15069 10
876 7582 14
876 7350 49
877 18396 8
877 1262 7
877 4844 5
878 18396 82
879 16604 5
879 5342 3
880 1036 8
880 1882 25
881 681 18
881 11619 6
881 11618 6
882 5348 7
882 4287 10
882 4277 75
883 10479 11
883 10480 13
883 13257 6
884 10539 7
884 20808 27
885 19839 6
885 6075 21
885 6097 36
886 6067 15
886 6064 6
886 934 19
887 3055 11
887 9963 21
887 9962 21
888 19887 4
888 8463 24
889 8309 25
889 16068 13
889 20254 12
890 6041 18
890 6037 12
890 3055 67
891 19918 5
891 19870 7
891 1401 31
892 19898 6
892 3737 17
892 8509 25
893 14540 14
893 14532 10
893 935 37
894 13998 7
895 8457 9
895 16324 6
895 8462 8
896 19916 5
896 19866 8
896 3737 33
896 19867 8
897 8512 11
897 8509 13
897 1125 103
898 19872 8
898 6029 58
898 6025 24
899 20916 11
899 12540 10
899 12534 44
900 2069 5
900 20514 6
900 20515 5
900 650 14
901 2478 7
901 5175 37
902 20504 3
902 20486 7
902 13368 6
903 20503 3
903 20388 13
904 8430 9
904 8265 15
904 907 6
905 908 7
906 13372 10
906 20472 4
907 904 6
907 16582 5
907 20390 8
907 20391 7
908 906 54
908 909 32
909 905 27
910 13704 13
910 8558 7
910 8302 84
911 3866 8
911 5924 10
911 8561 12
912 17881 9
912 5959 10
912 8090 4
913 5872 29
913 21102 12
914 13711 10
914 16108 33
914 3911 50
915 5899 33
915 20361 4
916 20410 6
916 20437 5
916 20438 6
916 2031 41
916 1016 72
917 3676 23
917 8278 8
917 20427 5
917 20428 6
918 3864 30
918 5927 13
918 8053 34
919 5927 36
919 1162 71
920 19988 6
920 3753 12
920 3755 16
921 16217 23
921 16218 6
921 16219 23
922 1993 12
922 6115 13
922 19980 6
922 19991 6
923 4901 11
923 15164 11
923 7652 30
924 925 52
924 16475 10
925 19442 5
925 4896 98
925 924 52
926 2537 11
926 4438 57
927 512 11
927 21093 6
927 7650 14
927 1017 89
928 19624 5
928 16181 9
928 19599 4
929 19680 11
929 8548 7
929 3243 23
930 15391 18
930 9812 14
930 7259 72
931 938 37
931 16186 11
932 8365 13
932 13994 7
932 8329 154
933 8329 11
933 19939 5
933 19933 4
933 9964 76
934 886 19
934 6075 10
934 6072 15
935 8472 10
935 8469 9
935 8474 9
935 893 37
936 12397 12
936 12398 9
936 8350 8
937 3269 28
937 8474 84
938 4562 12
938 12399 8
938 931 37
939 8494 11
940 19743 6
940 19687 7
940 6675 36
941 19743 49
941 14531 50
942 3188 11
943 12324 9
943 5431 92
944 56 19
944 12323 7
944 4427 41
945 5430 41
945 12325 4
945 12324 56
946 7034 15
946 11074 9
947 14178 7
947 4420 20
948 14177 7
948 4419 77
948 7062 34
949 10600 33
949 3087 44
949 18689 6
950 3155 40
951 117 28
952 456 7
952 19069 9
952 19070 5
952 1636 79
953 5795 40
953 6506 48
953 4245 49
954 1637 54
955 19066 6
955 4263 22
956 13433 5
956 13434 6
956 6520 53
956 21354 8
957 19082 19
957 6520 31
958 460 43
958 19082 8
958 19078 5
958 19079 6
959 19076 42
959 1636 39
960 11 53
960 4191 46
960 5796 11
961 18973 4
961 18974 3
961 18971 6
962 19110 4
962 19061 4
963 19138 7
963 14427 70
964 19136 4
964 19030 10
965 963 29
965 4233 59
966 5821 6
966 14356 34
966 3533 45
967 19265 5
967 5820 3
968 5817 9
968 16265 7
968 5818 9
969 8003 36
970 14400 13
970 4050 14
970 2512 63
971 8626 53
971 16102 41
972 973 12
972 5841 8
972 2440 25
973 1042 12
973 594 18
973 14617 20
974 4178 6
974 4177 9
975 11830 9
975 11798 57
975 41 19
976 48 49
976 12914 12
977 6910 59
977 15545 8
978 3164 10
978 15537 20
979 18696 5
979 6907 8
979 12286 24
980 143 70
980 16021 13
981 16909 48
981 14877 25
982 19697 6
982 6702 10
983 348 38
983 2529 59
983 18564 7
984 5187 8
984 7633 7
984 15488 5
985 7633 56
985 7634 63
985 7343 25
986 9565 26
986 989 77
987 21495 15
987 21492 8
987 21505 5
987 7347 12
988 15473 5
988 989 124
988 346 16
988 15480 74
989 988 124
989 7632 42
990 7615 10
990 2525 11
990 15450 5
991 4476 15
991 353 69
992 18602 150
992 16635 79
993 3638 49
993 20438 3
993 5738 46
994 5738 26
994 16172 120
994 20438 36
995 3635 7
995 3638 31
995 5738 24
996 5729 23
996 1624 12
996 5731 61
997 5726 26
997 998 30
997 5729 52
997 1000 71
998 5724 8
998 997 30
998 5725 40
999 1033 7
999 16176 7
999 18015 6
999 1029 19
1000 1625 23
1000 1001 30
1000 997 71
1001 5723 20
1001 1000 30
1002 2028 42
1002 5741 18
1002 1015 59
1002 5744 38
1003 5755 27
1003 2545 35
1003 2238 34
1004 7847 47
1004 17778 21
1004 5756 121
1004 2056 52
1005 2046 13
1005 5764 43
1005 17848 6
1005 16135 5
1006 2040 7
1006 20413 75
1006 20398 18
1007 20398 8
1007 20401 128
1007 20397 60
1008 2026 4
1008 20418 52
1008 1009 23
1009 7847 4
1009 1008 23
1009 1010 73
1010 1011 74
1010 1009 73
1010 5753 31
1011 1010 74
1011 17753 13
1011 2538 20
1012 17753 6
1012 2538 21
1012 17752 20
1013 17752 8
1013 16128 48
1013 2055 86
1014 2047 25
1014 1015 38
1014 2055 31
1015 20411 47
1015 1014 38
1015 1002 59
1015 14078 116
1015 2028 70
1016 20411 5
1016 916 72
1016 3678 84
1017 7846 17
1017 927 89
1018 7750 56
1018 20060 4
1018 2537 11
1019 20135 3
1019 1774 29
1019 7747 27
1020 10435 8
1020 21863 42
1021 1022 13
1021 715 13
1022 718 20
1022 715 8
1022 619 24
1023 1026 2
1024 1023 9
1024 20076 7
1025 1024 11
1026 15159 6
1026 1025 12
1027 20074 2
1027 20075 3
1028 20112 16
1029 999 19
1029 2541 89
1030 3691 43
1030 20124 4
1030 20105 80
1031 20106 65
1031 12469 20
1032 20081 21
1032 3677 19
1032 3684 38
1033 999 7
1033 2078 14
1033 18014 7
1034 20106 5
1034 20107 6
1035 4121 10
1035 4313 10
1036 9750 18
1036 9751 8
1036 4317 20
1037 5394 15
1037 5401 11
1037 4769 9
1038 4354 11
1038 1877 20
1038 12850 8
1039 4181 5
1039 1040 25
1039 10871 5
1040 13 29
1041 17002 144
1042 2446 19
1042 1044 10
1042 5841 7
1043 1045 10
1043 10684 10
1043 812 14
1044 1042 10
1044 973 13
1044 10689 6
1045 21527 6
1045 1043 10
1045 10696 5
1046 1047 90
1046 20250 29
1046 20243 84
1047 1048 60
1047 1046 90
1047 16230 54
1048 1047 60
1048 5858 93
1048 5869 98
1048 9969 49
1049 16987 18
1049 5830 9
1049 10707 58
1050 5494 19
1050 5975 11
1050 197 78
1051 5492 11
1051 1052 13
1051 5974 14
1052 1051 13
1052 5493 7
1052 3623 11
1053 13126 7
1053 3629 72
1054 5406 28
1054 1055 26
1055 5414 11
1055 5410 7
1055 1054 26
1056 1057 19
1057 134 20
1057 14907 12
1057 14817 11
1057 1058 48
1058 6790 17
1059 1269 4
1059 8915 98
1059 8919 57
1060 18471 14
1060 5311 42
1060 1269 125
1061 4981 14
1061 6573 6
1061 16551 9
1061 4982 15
1062 13149 7
1062 21750 8
1062 4152 31
1063 9436 1
1063 9434 31
1063 6409 76
1063 9440 59
1064 16549 9
1064 6579 49
1064 16775 25
1065 5309 17
1065 21737 48
1065 8895 92
1066 5309 78
1067 1470 14
1068 19270 8
1068 802 30
1068 4234 41
1069 19267 8
1069 19271 5
1069 19272 5
1070 4182 21
1070 4183 9
1070 790 137
1071 19064 4
1071 19074 57
1072 19164 19
1073 412 6
1073 19470 5
1073 19471 6
1074 7835 7
1074 7834 4
1075 19472 59
1075 7837 5
1076 19473 4
1076 412 5
1077 9630 7
1077 19297 76
1077 19302 81
1078 19297 6
1078 1079 35
1078 3009 27
1079 19303 6
1079 1081 69
1079 1078 35
1080 19298 74
1080 19304 80
1080 19305 81
1081 19298 6
1081 1079 69
1081 9650 24
1082 7452 13
1082 6132 14
1083 6761 6
1083 3792 38
1083 16535 13
1083 5195 5
1084 5483 5
1084 3791 34
1084 3788 16
1085 3886 148
1085 3783 25
1085 1851 22
1086 5467 96
1086 9762 128
1086 3783 13
1087 9762 21
1088 20285 12
1088 9519 6
1088 20298 11
1089 9666 19
1089 10204 19
1089 1848 30
1090 6726 27
1090 20263 5
1091 9515 67
1091 20329 5
1091 20326 3
1092 13471 5
1092 2235 7
1092 654 48
1093 20261 6
1093 2235 6
1093 1099 23
1094 20333 7
1094 9492 193
1095 1099 27
1095 3809 16
1096 16633 5
1096 4221 5
1096 15829 15
1097 10403 4
1097 20971 4
1097 20694 7
1098 9483 5
1098 13471 81
1098 9487 47
1099 1093 23
1099 3809 17
1100 13620 7
1100 2230 6
1101 10493 10
1101 10491 12
1102 10501 17
1102 1918 11
1103 7899 36
1103 20237 4
1103 21114 4
1104 13733 7
1104 10131 82
1104 2311 29
1105 16117 7
1105 513 10
1105 16146 8
1106 13668 16
1106 514 11
1106 13680 6
1107 1157 114
1107 1108 12
1108 13665 8
1108 514 35
1109 10200 15
1109 2233 14
1110 16219 2
1110 920 31
1111 8738 151
1111 20689 13
1112 7569 19
1112 18258 7
1112 18260 5
1113 4836 13
1113 4834 37
1113 4835 38
1114 9127 17
1115 18406 9
1115 870 25
1115 16641 8
1116 1395 70
1116 756 19
1117 1118 16
1117 1394 38
1117 1393 41
1117 1395 29
1118 1259 27
1118 1117 16
1118 1119 45
1119 1258 35
1119 1120 45
1119 1118 45
1120 1393 99
1120 1121 30
1120 1119 45
1121 2486 13
1121 8870 21
1121 1122 58
1121 1120 30
1122 18364 6
1122 1123 2
1122 1121 58
1123 2483 6
1123 1122 2
1123 4848 91
1124 15702 2
1124 265 28
1125 15935 10
1125 416 11
1125 897 103
1125 10731 12
1126 19920 5
1126 3738 9
1126 1400 33
1127 14891 4
1127 14885 4
1127 167 65
1128 16465 7
1128 15388 5
1129 10054 10
1129 2733 9
1129 472 33
1130 4278 44
1130 15388 28
1131 431 23
1132 4286 70
1133 12565 6
1133 12606 6
1133 12604 6
1134 429 7
1134 3653 31
1135 19851 5
1135 3271 7
1135 20908 59
1136 12274 6
1136 20252 30
1136 19844 57
1137 19836 7
1137 6099 36
1137 1138 61
1138 6084 12
1138 1137 61
1138 21426 8
1138 13769 8
1139 18899 6
1139 628 4
1140 1279 20
1140 1284 27
1140 5716 21
1141 5671 19
1141 5670 10
1141 1142 15
1142 5318 24
1142 1141 15
1142 28 215
1143 20872 17
1143 2089 12
1144 17349 2
1145 4119 10
1145 11610 4
1145 11609 11
1146 974 8
1146 12902 5
1146 12908 6
1147 10712 8
1147 6615 38
1147 10400 6
1148 10708 17
1149 6720 55
1149 12453 3
1149 12446 10
1150 16155 6
1150 13641 55
1150 10428 62
1151 8277 27
1151 1800 18
1151 16155 53
1151 3668 11
1152 7750 6
1152 7769 12
1152 16165 6
1153 20151 10
1153 4439 11
1153 10231 48
1154 20168 4
1154 1789 23
1155 20199 4
1155 7795 4
1155 20187 4
1156 6704 51
1157 20737 25
1157 1805 9
1157 7876 14
1158 4443 40
1159 4436 38
1159 20167 7
1159 13736 67
1160 13805 5
1160 12342 63
1160 522 64
1161 7948 20
1162 20363 59
1162 915 229
1163 1726 10
1163 10839 7
1163 10838 7
1163 2453 85
1164 1705 23
1164 10063 5
1164 4046 50
1165 1700 2
1165 21833 35
1165 4073 52
1166 1170 89
1166 3543 73
1166 3549 18
1167 1168 46
1167 3543 14
1167 1645 29
1167 3552 31
1167 4000 38
1168 1169 36
1168 1167 46
1168 1654 35
1169 1646 11
1169 1168 36
1169 10509 14
1170 10510 54
1170 1166 89
1170 1171 25
1171 4000 12
1171 3543 32
1171 1170 25
1172 1653 8
1172 21227 9
1172 1654 82
1172 8613 51
1173 10514 15
1173 10512 12
1173 8620 47
1174 1665 38
1174 3993 45
1174 10514 17
1175 10518 7
1175 3977 49
1175 3971 50
1175 8629 32
1176 3993 35
1176 1661 28
1176 1667 26
1177 7605 28
1177 10270 15
1178 13499 5
1178 10178 34
1178 11728 42
1178 13498 42
1179 10802 9
1179 518 22
1179 519 8
1180 17730 8
1180 8192 52
1181 3424 11
1181 8187 43
1182 1344 90
1182 5609 14
1182 5611 38
1183 5609 29
1183 5698 19
1183 1337 22
1184 5698 13
1184 1334 116
1184 5593 44
1185 5593 45
1185 1329 88
1185 1341 66
1186 21067 9
1186 13681 13
1187 7883 65
1187 13722 22
1187 21111 76
1188 11608 4
1188 5844 36
1189 4375 59
1190 7052 57
1190 317 60
1190 12918 53
1191 11519 4
1191 16420 3
1191 1145 52
1192 16402 43
1192 18638 8
1193 4534 68
1193 4533 6
1194 18582 5
1195 819 60
1195 8785 37
1195 8790 40
1195 8786 41
1196 4406 45
1196 1198 14
1197 4403 14
1197 8807 22
1198 1197 13
1198 4403 13
1199 8825 17
1199 8820 11
1200 1199 13
1200 10368 15
1201 1200 12
1201 1202 41
1202 8828 8
1203 5532 8
1203 5533 11
1204 8740 5
1204 10468 10
1205 8832 20
1205 1206 48
1206 2082 19
1207 2082 9
1207 10467 6
1208 1509 7
1208 10159 9
1208 10467 7
1209 2083 43
1210 14887 8
1210 9495 5
1210 163 24
1210 164 47
1211 11269 7
1211 2739 27
1211 4638 25
1212 2737 8
1212 9989 7
1213 15273 7
1213 15434 43
1213 319 55
1214 5558 20
1214 473 50
1215 7016 6
1215 820 39
1216 15320 8
1216 4598 3
1217 3311 4
1217 13636 5
1217 2159 47
1218 20148 12
1218 20185 10
1218 10719 13
1218 20149 10
1219 9846 28
1219 11100 5
1219 11105 3
1220 9849 20
1221 14704 9
1221 232 42
1221 21 43
1222 15655 7
1222 2872 20
1222 2891 23
1223 13336 6
1223 13333 17
1223 6536 5
1224 13336 19
1225 4269 59
1225 4190 46
1226 12724 10
1226 12703 8
1226 469 12
1227 12679 14
1227 12703 11
1227 4268 26
1227 4274 93
1228 4366 5
1228 15522 4
1228 10261 9
1228 10281 19
1229 1233 6
1229 4473 3
1229 1234 107
1230 4482 9
1230 15824 76
1231 358 6
1231 15824 5
1231 1499 89
1232 365 6
1232 4473 56
1232 4481 174
1233 1229 6
1233 2564 3
1234 329 6
1234 1229 107
1234 4484 8
1235 330 6
1235 4484 121
1235 4487 10
1236 4470 7
1236 1237 6
1236 4433 136
1237 15517 5
1237 1236 6
1237 4431 7
1237 4422 111
1238 21148 20
1238 10380 7
1238 10381 23
1239 13550 5
1239 10594 5
1239 1240 312
1239 1433 10
1240 1241 11
1240 1456 335
1240 1239 312
1241 1240 11
1241 5454 92
1241 13551 104
1242 12416 6
1242 19996 29
1243 8314 52
1243 12416 11
1243 8311 19
1244 2186 11
1244 4861 26
1245 15688 4
1245 5296 30
1246 13202 4
1246 9323 12
1247 7588 7
1247 12335 92
1248 8885 61
1248 4711 4
1248 5824 5
1249 7320 32
1249 16644 7
1249 7202 159
1250 13622 4
1250 2229 5
1250 1100 12
1251 8917 56
1251 8912 19
1251 16550 123
1251 1270 26
1252 9099 10
1252 16553 13
1252 9060 13
1253 9054 6
1253 4974 9
1253 18460 5
1254 9019 26
1254 4972 14
1254 9061 14
1255 2926 4
1255 10993 9
1255 9043 9
1255 4207 46
1256 9086 11
1256 9089 4
1256 9091 9
1257 4978 8
1257 18450 5
1257 18449 7
1257 7353 99
1258 1259 25
1258 2490 42
1258 1119 35
1258 8872 70
1259 1118 27
1259 1258 25
1259 1394 37
1260 1261 5
1260 8850 131
1260 1394 28
1261 4847 34
1261 1260 5
1262 16641 10
1262 877 7
1262 18391 8
1263 135 26
1263 14855 11
1263 136 27
1264 14855 57
1264 3958 59
1264 2870 6
1265 9064 60
1265 9054 31
1265 9073 15
1266 2520 9
1266 2518 57
1267 21022 2
1268 21014 13
1268 21016 55
1268 8930 49
1269 1059 4
1269 1060 125
1269 21013 47
1270 8901 64
1270 1251 26
1270 8924 117
1271 2220 48
1271 18286 65
1272 16631 6
1272 6953 5
1272 16626 73
1273 4089 28
1273 16631 27
1273 6951 25
1274 2524 38
1274 9226 3
1275 1276 57
1275 5614 41
1275 18076 11
1276 5707 30
1276 1330 49
1276 1353 108
1276 1275 57
1277 1312 5
1277 1352 32
1277 1332 38
1278 5321 8
1278 21082 19
1278 18892 8
1279 1140 20
1279 4135 10
1279 17436 32
1280 1308 134
1280 4135 4
1280 5664 8
1281 5320 23
1281 5682 21
1281 5676 22
1282 5662 62
1282 1295 76
1282 1285 63
1282 14314 4
1282 1289 28
1283 1296 21
1283 1286 54
1283 5717 53
1284 1140 27
1284 4132 48
1284 5663 33
1285 5662 62
1285 5717 29
1285 1282 63
1286 1296 61
1286 1283 54
1286 5663 88
1286 17437 20
1287 1292 19
1287 1288 75
1287 17438 32
1288 1293 19
1288 5667 39
1288 1287 75
1288 5570 51
1289 1294 57
1289 5677 68
1289 14313 4
1289 5668 78
1289 1282 28
1290 1291 123
1290 5719 76
1290 5718 45
1291 10163 28
1291 1290 123
1291 1309 19
1292 1287 19
1292 1293 76
1292 5664 69
1292 1307 123
1293 1288 19
1293 1294 64
1293 1292 76
1293 1299 103
1294 1289 57
1294 1293 64
1294 1306 26
1295 1296 52
1295 1282 76
1295 5717 17
1295 1304 34
1296 1283 21
1296 1304 60
1296 1286 61
1296 1295 52
1297 1307 34
1297 1308 25
1297 5571 63
1298 1307 52
1298 1299 47
1298 5572 47
1299 5679 9
1299 1298 47
1299 1293 103
1300 5679 9
1301 5683 19
1301 1302 21
1301 5684 11
1302 1303 36
1302 1301 21
1302 5683 10
1303 5680 17
1303 5681 17
1303 1302 36
1304 5569 10
1304 1296 60
1304 5570 47
1304 1295 34
1305 5674 21
1305 5680 18
1305 5681 18
1306 5674 15
1306 5675 10
1306 1294 26
1307 1292 123
1307 1297 34
1307 1298 52
1308 1280 134
1308 1297 25
1308 1309 62
1309 5669 28
1309 1291 19
1309 1308 62
1310 5709 6
1310 1344 48
1310 4132 21
1311 5707 6
1311 5708 25
1311 5706 23
1312 1277 5
1312 2252 63
1312 5711 30
1312 18892 9
1313 2252 9
1313 1314 32
1313 1332 44
1314 1333 50
1314 1313 32
1314 1315 49
1315 1333 67
1315 1316 8
1315 1314 49
1316 1317 95
1316 1315 8
1316 14661 6
1317 14663 16
1317 1316 95
1317 1319 150
1318 38 11
1318 14664 6
1318 15131 6
1318 235 60
1319 1320 69
1319 1317 150
1319 1354 41
1320 1319 69
1320 18764 15
1320 1321 58
1320 1355 38
1321 5567 11
1321 1355 45
1321 1320 58
1322 18077 32
1322 1323 56
1322 5567 29
1323 5568 21
1323 1324 67
1323 1322 56
1324 1331 73
1324 1330 74
1324 1323 67
1325 5607 41
1325 5602 42
1325 1355 48
1326 5591 10
1326 1356 51
1326 1342 30
1327 1340 33
1327 1328 35
1327 5591 135
1328 1340 30
1328 1329 86
1328 1327 35
1329 1341 77
1329 18834 14
1329 1185 88
1329 5587 154
1329 1328 86
1330 5614 10
1330 1276 49
1330 1324 74
1331 1352 36
1331 1332 46
1331 1324 73
1332 1277 38
1332 1313 44
1332 1331 46
1333 1315 67
1333 1354 100
1333 1314 50
1334 5595 9
1334 1184 116
1334 1335 36
1335 1342 28
1335 20809 37
1335 1334 36
1336 5587 85
1336 1339 55
1336 1338 31
1337 1338 18
1337 1183 22
1337 5609 30
1338 1336 31
1338 1337 18
1338 5697 20
1339 18899 141
1339 1336 55
1339 5611 78
1340 1341 15
1340 1328 30
1340 1327 33
1341 20809 68
1341 1329 77
1341 1340 15
1341 1185 66
1342 5594 7
1342 1335 28
1342 5596 12
1342 1326 30
1343 5590 5
1344 5705 5
1344 1310 48
1344 1182 90
1345 5705 22
1345 1346 31
1345 5703 20
1346 1345 31
1346 5706 26
1346 5701 62
1347 5707 90
1347 1348 75
1347 5709 76
1348 5616 35
1348 1347 75
1348 2254 9
1349 5661 9
1349 5659 10
1349 5649 34
1349 1350 32
1350 5711 118
1350 5662 17
